mayfly	chironomid	simulium	ephemeroptera	killifish	cyprinus	diptera	piscivorous	mosquitofish	phalacrocorax	odonata	herbivorous	insectivorous	chub	lepomis	orthoptera
succinate	dehydrogenase	hydrolase	malate	microsomal	citrulline	decarboxylase	hydroxylation	arginine	hydroxylated	oxidase	aldehyde	reductase	maltose	methionine	coumarin
stratospheric	tropospheric	stratosphere	troposphere	air_quality	smog	depletion	boer	nonattainment	chlorofluorocarbon	tropopause	air_pollution	pollutant	tom	ozone_layer	photochemical
carolina	exeter	keel	midland	tyne	duke	glasgow	peterborough	guildhall	aberdeen	shropshire	london	glamorgan	greenville	guildford
reporter	journalism	journalistic	newsmagazine	correspondent	byline	commentator	news_media	television_news	editor	news	newsmaker	reportage	merrow	report	editor-in-chief
web_page	hyperlink	footer	clickable	printer-friendly	self-explanatory	homepage	page	bookmark	bold	sidebar	home_page	webpage	web	hyperlink	blurb
shedding	light	tear	illuminate	rotted	rafter	florescent	shine	hearth	barn	attic	lean-to	glimmer	worn-out	cast-off	dust
religiousness	secular	pietistic	religious	quasi-religious	moralistic	secularization	religionist	moralism	secularism	mysticism	emotionalism	evangelicalism	neo-pagan	anti-christian	avowedly
liquidate	liquidated	liquidator	insolvent	receivership	creditor	debenture	shareholding	default	mortgagor	dissolution	prepetition	write-down	insolvency	depositor	mark-to-market

florida	ocala	pensacola	sarasota	pompano	osceola	alachua	macon	okeechobee	hillsborough	dade	onslow	marianna	miami	floridian	bayfront
librarian	bodleian	viva	commons	law_library	school_library	library_instruction	collect	digitise	digital_library	microform	librarianship	shelving	reading_room	bibliographer	dave
dreadlock	hairstyle	underarm	shaved	ponytail	eyelash	baldness	braid	sideburn	dyed	shaven	wig	goatee	toenail	alopecia	hairpiece
population_growth	economy	expansionary	upturn	economic	spurt	exponential	downturn	double-digit	stagnation	spurring	disinflation	accelerated	recessionary	growth_factor	diversification
ostracized	humiliating	stigmatized	banishment	vindictive	shun	humiliation	vindictiveness	indignity	humiliated	opprobrium	shunning	shamed	denigration	abhorrent	victimised
recommend	recommend	concur	recommend	concur	reappointment	agreed	endorsed	proposal	warranted	caution	interim	consideration	concurrence	re-evaluate	noted
conquest	austro-hungarian	conquer	imperium	imperial	expansionism	hegemony	ottoman	suzerainty	mongols	expansionist	habsburg	imperialism	feudalism	roman	kievan
econometric	economics	microeconomics	macroeconomics	econometrician	microeconomic	statistics	economist	economic_history	biostatistics	microsimulation	political_economy	development_economics	economic_policy	macroeconomy	time_series
transport_layer	air_transport	transport_infrastructure	public_transport	airfreight	road_transport	transport	transport	motorised	sustainable_transport	haulage	transportation	troop_transport	air_transportation	transport_company	motorway
coinductive	photojournalist	periblast	fomitopsis	tomboyism	figwort	soft_touch	hoser


anuran	killifish	free-swimming	stickleback	gonad	salamander	hermaphroditic	fathead	hatchling	ontogeny	viviparous	rotifer	ambystoma	oviparous	subadult	pupa
risotto	porcini	braised	tangy	gnocchi	garlicky	savory	hazelnut	prosciutto	flavorful	delectable	ravioli	confit	caramel	buttery	sauced

grandson	grandfather	great-grandson	great-grandmother	great-uncle	great-great-grandfather	eldest	great-aunt	descendant	father-in-law	descendent	son-in-law	granddaughter	granddad	homestead	befriend
hydrogel	theosophist	checkerbloom	antill	enamel	comfort	eosinophil	bathtub
biochemistry	organismal	zoology	immunology	organismic	genet	biologist	ecology	physiology	embryology	neurobiology	cell_biology	molecular	microbiology	plant_biology	endocrinology
anemometry	pump	headbox	washer	hot-wire	compressor	absorb	stirrer	monotube	impeller	igniter	coil	cleaners	electrospinning	aspirator	pintle
refereed	published	monograph	co-author	editorship	highwire	co-author	scholarly	coauthor	wall_street	festschrift	proceedings	editor-in-chief	publish	coauthor	economic_history
lignin	hemicellulose	cellulase	carboxymethyl	cellulosic	starch	lignocellulosic	biopolymer	cellula	hydrolytic	esterification	polystyrene	cellulolytic	acrylate	anhydride	hardener

moors	ostrogoth	varangian	abyssinia	guadeloupe	sulu	ligurian	andalusian	algarve	spaniard	sicily	sardinian	azor	tripoli	magdalena	galleon


moralism	emotionalism	conventionality	hedonism	irreligious	secular	unthinking	puritanical	perversion	moralistic	abhorrent	unenlightened	materialistic	avowedly	self-indulgence	antithetical
wristband	forearm	checkbook	light_scattering	suspenders	emoticons	savor	basal_ganglia	bibliographic_database	taxicab	apron	vengerov	archers
grayish-brown	brownish-grey	olive-brown	yellowish-white	greyish-white	brownish-red	gray-brown	greyish-blue	reddish-orange	grayish-white	acuminate	orange-brown	obovate	golden-yellow	bluish-grey	buff-colored
netherfield	ladyship	dashwood	vinci	miss	amiable	wickham	darcy	gentlemanlike	governess	baronet	well-bred	bessy	attent	indisposed	bashfulness
dinner_dress	downspout	pull-up	tribal
theatrical	climax	progression	mainstage	maturation	choreography	final	staged	rehear	finale	backstage	phase	audit	choreographed	step	choreograph
revenge	vengeance	remorse	retributive	vindictiveness	mete	vengeful	punishment	punish	malevolence	transgress	unpunished	wrath	transgressor	wrong	anger
rationed	subsidised	unaffordable	subsidization	skyrocket	subsidise	supply	regressivity	ration	scarcity	scarce	oversupply	subsidize	inequitably	maldistribution	uninsurable
columns	rightmost	leftmost	byline	right-hand	row	indent	boldface	left-hand	columnist	indented	multicolumn	op-ed	superscript	tabular	heading

brushy	copse	grassy	mossy	manzanita	wooded	scrubby	thicket	ravin	undergrowth	verdure	creeper	meadow	treetop	treeless	piney

secretary-general	annan	security_council	kofi	ecosoc	peacekeeping	general_assembly	nations	united_nations	humanitarian	secretary_general	mello	ocha	mandate	benon	holbrook
naisbitt	ving	envisioning	toffler	futuristic	posthuman	futurology	futurism	cyberpunk	visionary	prescient	revolution	dystopian	postindustrial	postmodern	marcuse

imperator	galba	courtier	valen	augustus	diocletian	empress	praetorian	agrippina	consulship	claudius	otho	drusus	throne	shogunate	medici
film	filmmaker	footage	filmed	feature-length	feature_film	apt	narration	docudrama	film_production	filming	cinematic	newsreel	cinematograph	narrate	scriptwriter

preakness	bronc	roping	steeplechase	kentucky_derby	niclas	heptathlon	bulldog	terrier	winless	all-around	scattergood	backstretch	foal	kahn	geoduck
grantor_trust	colombian	deport	dominicans	doubter	cultist	helminths	psychoanalyst	fibroblast	dupe	70s	overhangs	dotcom	medallion	galium_californicum	bare

tetrapod	trilobite	ichthyosaur	devonian	triassic	teleost	plesiosaur	echinoderm	teleostean	radiolarian	crinoid	braincase	ediacaran	brachiopod	gracile	sessile
acute	chronically	debilitating	chronic_disease	noncommunicable	degenerative	exacerbation	ill	emphysema	arthritis	illness	relapsing	ailment	rheumatic	chronicity	aggravate
dinnerware	flatware	cutlery	glassware	creamware	stoneware	earthenware	silverware	kitchenware	dishware	porcelain	cookware	lacquerware	stemware	pewter	cosmetics
weather_station	meteorologist	inclement	storm	forcast	gusty	snowstorm	microburst	meteorological	wintertime	snowing	meteorology	squall	forecast	sleet	goes
differentiable	hermit	meromorphic	hyperbola	n-dimensional	trigonometric	pointwise	bilinear	piecewise	interpol	geodes	affine	tangency	submanifold	halfspace	3-manifold

proteolytic	phosphorylated	isoform	constitutively	ubiquitin	ubiquitin	cytosolic	acetylation	glycosylation	synthase	proteasome	oligomerization	proteas	guanosine	overexpression	periplasmic
emend	crankshaft	shutout	mobster	dipodomys	echocardiogram	179	supernova

zenobius	hieromonk	maggiore	borgo	tornabuoni	dormition	synaxis	cumaean	annunziata	assisi	annunciation	felicitas	magi	eremitical	whatso	ospedale
shortsighted	short-sighted	unmitigated	ill-conceived	irresponsibility	ill-considered	hubris	ineptitude	misguided	blunder	arrogance	inexcusable	myopic	defeatism	short-sighted	profligate
microeconomics	economist	inflow	swap	misunderstand	nigericin	outflow	surplus	complain	comovement	current_account	rent	conundrum	dividend	political_economy
ridgeline	mountain	oak	hogback	taconic	scarp	moraine	syncline	flank	pine	escarpment	crest	slope	declivity	peneplain	bjelasnica
mercy	mefoxin	aricara	breder	megalith	tiron	copay	tharaka	nut_tree
shovel	four-wheel	wiper	pothole	snowdrift	blacktop	dozer	skidding	skid	off-roading	de-icing	skidder	tractor-trailer	plowing	four-wheeler	infeed
vitis	cucurbit	gooseberry	manzanita	eutypa	vine	pawpaw	guava	zinnia	gladiolus	hemerocallis	hosta	larkspur	elderberry	geranium	murraya
strap	belt	waistband	seatbelt	handlebar	visored	unfastened	strapping	lanyard	drawstring	sleeve	unbuttoned	shirttail	tug	stiffen	cravat
encamp	reconnoiter	bivouac	encampment	feder	ambuscade	reconnoitre	ambush	redoubt	intrench	breastwork	reconnoitered	disembark	garrison	camp	fugit
loculicidal	epitaph	trillium	viburnum	skylines	grapey	eriocaulon	hepatitis_d	taxicab	rapid_growth	saul	sit-up	mandolin	carpool	sonata	buffoon
postgastrectomy	preneed	buyback	autodetect	blendstock	nonpermitted	masaurhi

february	october	december	june	april	january	july	may	march	august	september	31st	28th	27th	mid-november	shortly

cricketing	batsman	wicket	flintoff	bowler	sourav	warn	netball	saqlain	rugby	cricketer	ponting	bowled	wasim	wicketkeeper	cup
north_america	carolina	south	north_american	carolinian	america	dakotan	dakota	north_sea	south_american	seaboard	north_indian	north_coast	west	korean	southernmost
hoard	treasure-trove	curio	granary	trove	cranny	nook	hoard	capacious	storeroom	priceless	amass	relic	inexhaustible	amass	well-preserved

escrow	defeasance	interest-bearing	disburse	passbook	drawee	depositor	trust_fund	mortgagee	mortgagor	debit	account	intrust	payee	refunding	escheat
devold	logistician	logistics	humvee	logistician	beren	rahmer	belvoir	deidre	airforce	major_general	hanscom


sculpin	sunfish	redfish	lepomis	bullhead	triggerfish	croaker	pipefish	snapper	cottus	minnow	flatfish	anglerfish	alosa	polyodon	menhaden
underflow	buffer_overflow	overflow	buffer	unfreed	exploitable	uninitialized	overflowing	data_stream	vulnerability	unpatched	end-of-file	malformed	malloc	malicious	airshaft
riskiness	market_value	appraisal	appraising	hedging	arbitrage	discounting	appraiser	market_risk	mark-to-market	valuer	ebitda	write-down	depreciation	balance_sheet	hedged
bugfix	workaround	bug	patched	fix	bugtraq	unpatched	debug	glitch	patch	crawling	segfault	patching	gentoo	fixing	infestation


territorial	cede	cession	demarc	territorially	annex	occupier	bordering	conquer	incur	protectorate	uncharted	invader	annex	border	sprat

unofficial	high-ranking	officially	semi-official	unofficially	state_department	foreign	authorise	issuing	u.s._government	u.s._state	off-the-record	demarche	bayan	kazakhstani	diplomat
fanon	postcolonialism	postcolonial	sociohistorical	transnationalism	hybridity	anticolonial	diasporic	narratology	diasporan	ideolog	hermeneutics	poststructuralist	semiotics	orientalism	colonialism

rhyming	squeaking	hokey	trill	rhyme	high-pitched	rhythmically	blinky	lullaby	squiggly	multi-colored	chirrup	furry	loopy	contort	alliteration
ruled	supreme	precedential	overrule	overturn	court	reversed	appellate	decision	overturned	supreme_court	invalidated	annulment	cassation	decree	constitutionalization
vizier	duchy	grand	ducal	almoner	retinue	fief	grand_duke	keep	seigneur	nobleman	marchioness	chief	uncivil	potentate	grand_marnier

distribute	distributing	redistribute	product_distribution	distributor	redistribution	distributed	distributable	lognormal	distribution_center	probability_distribution	regressivity	unequally	inequitably	redistributed	unevenly
james	jim	fynes	curri	hostetler	dahlheim	butcher	chiffonier	bott	madison	nutting	wrenn	rummy	vance	press_secretary	akin

thermodynamics	aerodynamics	fluid_mechanics	bear	compressor	hydraulics	hydrodynamics	pump	fasten	elevators	belt	boiler	shaft	conveyor	waves	duct
bore	borne	bear	affixed	insignia	brunt	armlet	fastening	affixing	trunnion	resemblance	armorial	bearer	emblem	finial	stamped
sandpaper	sand	sandblast	electroplating	flake	enamel	sandblast	masonite	chisel	urethane	electroplated	epoxy	polishing	swarf	metal	fusible

razed	pile	charred	sandbag	wreckage	littered	demolished	debris	burned-out	piled	pockmarked	dug	smashed	cart	mortar	bury
crusader	christendom	papacy	fervent	evangel	fervor	fanatical	zealot	counter-reformation	albigensian	zeal	triumphalist	witch-hunt	evangelistic	anti-christian	revivalist
fever	salpingitis	campylobacteriosis	ecthyma	protozoal	cervicitis	rhinotracheitis	pleuropneumonia	toxemia	extraintestinal	haemonchus	gonorrhoea	cryptococcosis	pinscher	meningoencephalitis	tuberculous
electronic_mail	direct_mail	turnout	subesophageal	debit	baler	confirm	catchword	4	kontcha	hash	teller	supt
intransigence	palestinian	stalemate	intifada	impasse	peres	disengage	ceasefire	redeployment	plo	israeli	cease-fire	resumption	juncture	abba	idf
v-shaped	edging	trail	leftmost	diagonally	streaking	truncate	notched	delimiter	latch	yank	rightmost	deflect	streak	zigzag	dented
commander	general	major-general	commandant	general-in-chief	commanding	command	court-martial	brigadier	saceur	adjutant	governor-general	command	cashier	military	soldierly
abele	cranbrook	glasswork	wexner	detlef	horst	lindsley	ceramist	alvar	mawby	sauder	maurer	brewery	jahn	winfried	cabinetmaker
promulgated	promulgate	codification	enactment	codified	codify	legislated	supersede	amend	contravene	adopted	regulation	abrogation	rule	abrogate	proscribe
llc	nonbanking	divest	divest	limited-liability	subsidiary	shareholding	instrument	incorporator	inure	proprietorship	divest	investee	intercorporate	reinsurer	self-dealing
defensive	counterattack	all-out	offensively	counter-attack	defensively	harassing	lineman	offense	counteroffensive	tet	unsportsmanlike	backfield	end_zone	hostile	drubbing

disestablishment	abolition	taxation	petit	deduct	petitioning	repeal	tax_exemption	exempt	abolish	public_law	churchwoman	repeal	unitarian	domestic_partnership	doctorat
barley	bran	flax	chaff	rye	oat	cottonseed	wheat	avena	sunflower	buckwheat	lentil	vetch	beta-glucan	legum	lolium
frigatebird	curlew	petrel	fulmar	guillemot	spoonbill	shearwater	puffin	grebe	tropicbird	kingfish	rookery	godwit	eider	short-tailed	spectacled
seaplane	airfield	twin-engine	aeroplane	heliport	hangar	airstrip	airship	heavier-than-air	monoplane	dirigible	aeronautical	aircraft	lighter-than-air	tarmac	self-propelled
accursed	torment	ungodly	damnation	forsaken	iniquity	wickedness	reprobate	perverseness	ignominy	wretch	wrathful	unrighteousness	cursed	pitiless	defilement

airlift	cooperage	mawby	wharfinger	rugles	marre	dreesen	elfrida	loft	12a	pewter	leasehold	darbi	metal_fabrication	lathing	convenience_food
kernot	efik	conquest	antacid	hellner	piperacillin	bottony	cefpodoxime	titanosaur	benign	eskola	psychotherapeutics	helzel
junk	worthless	bombard	in-box	spam	sampan	trash	rubbish	sift	spam	anatosaurus	scrounge	castoff	pornograph	rummaging	choked
stellar	stars	nebula	protostar	supergiant	circumstellar	rock_star	war	main-sequence	galaxy	star_trek	carinae	spangled	asteroseismology	solar-type	flare

sephardic	nahuatl	ashkenazic	sephardi	mestizo	andalusian	criollo	galician	ngoni	khmu	klezmer	folkloric	wolof	cushitic	uygur	tzotzil
narragansett	bay	rhode	casco	buzzard	wallop	rehoboth	quint	outfall	penobscot	topsail	drydock	moor	coo	pier	island

augment	augment	augmented	breast_augmentation	microsurgery	craniotomy	ablative	stereotaxic	pallidotomy	realizable	prosthesis	prehension	intraoperative	arthrodesis	transection	neurolysis
freighter	ferrying	skiff	flotilla	galleon	plying	rowed	aden	ocean-going	sampan	speedboat	seaworthy	bowsprit	moor	disembark	dinghy
chemistry_department	department	chairholder	senior_management	biology_department	instructor	head_coach	courter	chair	head_coach	neuhauser	redelegate	provost	supervisor

bacteriologist	aortic_aneurysm
dipolar	oscillatory	decoupling	ferromagnetic	hydrogen-bonded	quadrupolar	interfacial	intramolecular	dissipative	solvation	vibrational	diffusive	dipole	interlayer	conductance	electrodynamic


retirement	pensioner	pension_plan	superannuation	multiemployer	old_age	retiree	retirement_plan	retire	pay-as-you-go	retirement_benefit	per	postretirement	pension_fund	pension	provident
kiloton	detonation	megaton	hypervelocity	icbm	warhead	v-1	forebody	emplacement	munition	antimissile	micrometeoroid	man-portable	anti-satellite	meteoroid	delta-v
biotech	bioscience	biotechnological	biopharmaceutical	biotechnical	life_science	bioresearch	bioengineered	biotechnologist	bioprocess	commercialize	nanotechnology	biomedicine	biomedical	commercialization	technology_transfer
allegory	portentous	allegorical	foreshadow	evocation	revelatory	prologue	elegiac	portent	climactic	leitmotif	mythic	poetically	epilogue	denouement	oeuvre
ambystoma	plethodon	skink	hyla	darter	vireo	lungless	myotis	insectivorous	etheostoma	bullfrog	chironomid	stickleback	grebe	sterna	swordtail
quaestor	consulship	galba	pompeius	gaius	proconsul	domitius	praetorian	otho	legate	antipater	claudius	agrippa	flavius	sulla	carthaginian
bacteremia	necrotizing	septicemia	cellulitis	suppurative	abscess	peritonitis	myocarditis	pericarditis	osteomyelitis	empyema	thrombophlebitis	streptococcal	gangrene	extraintestinal	ulceration

