mayfly	chironomid	simulium	ephemeroptera	diptera	killifish	cyprinus	phalacrocorax	mosquitofish	trematode	herbivorous	insectivorous	chub	sunfish	piscivorous	salvinia
stratospheric	chlorofluorocarbon	stratosphere	troposphere	aerosol	tropospheric	halocarbon	smog	ozone_layer	hydrochlorofluorocarbon	bromine	chlorofluorocarbon	photochemical	atmospheric	etc	acrolein
surrey	exeter	glamorgan	keel	tyne	devon	shropshire	pembroke	charlotte	peterborough	oxford	duke	ayrshire	university_college	midland	somerset
muckraking	journalistic	editorialist	uncensored	sensation	publicist	reportage	tabloid	newsgathering	newsman	self-censorship	censored	photojournalist	sensationalism	censor	unflattering
web_page	home_page	hyperlink	web	bookmark	homepage	clickable	printer-friendly	hyperlink	webpage	preformatted	hyperlink	paginated	multipage	sidebar	single-spaced
shedding	light	illuminate	darkness	dark	dim	tear	shine	darkened	glimmering	lamplight	gleam	congealed	shorn	surrounding	dwell
religiousness	secularism	religious	secular	religion	pietistic	religionist	evangelicalism	secular	moralistic	calvinism	anti-christian	puritanism	pentecostalism	asceticism	theologically
liquidate	liquidated	insolvent	liquidator	asset	expropriation	transferor	insolvency	receivership	write-down	unserviceable	escheatment	prepetition	dissolution	escheat	delist

sarasota	florida	ocala	pensacola	glade	alachua	osceola	dade	orlando	miami	uga	floridian	seminole	champaign	lauderdale	shelbyville
librarian	law_library	bibliographer	interlibrary	microform	raynor	cataloged	school_library	cataloger	library_instruction	cataloging	widen	music_library	nonprint	photoduplication	collect
beard	wrinkled	blond	tanned	shaved	mane	shaven	forehead	tress	flaxen	tousled	wig	eyelash	sallow	cheek	rumpled
grow	population_growth	outpace	growing	upturn	spurt	double-digit	fast-growing	year-over-year	slowing	economy	outstrip	increase	steady	outstrip	in-migration
ostracized	stigmatized	shun	humiliating	shunning	affront	abhorrent	denigration	vindictiveness	opprobrium	humiliation	shamed	unmanly	vindictive	indignity	resent
recommend	committee	recommend	recommend	proposal	forward	graduate_school	letter	submit	consideration	scheidel	form_letter	advisability	advisory	concurrence	resubmit
conquest	conquer	austro-hungarian	imperium	imperial	hegemony	conqueror	conquering	overlord	mongol	ottoman	expansionist	imperialism	dynastic	reign	downfall
econometric	microeconomics	econometrician	economics	macroeconomics	microeconomic	biostatistics	statistics	economist	microsimulation	political_economy	distribution-free	undergraduate_degree	jel	benchmark	biometry
air_transport	transshipment	transport	transport_layer	tranship	intermodal	landside	sustainable_transport	transportation	transport_infrastructure	transit	freight	transport	road_transport	interregional	interdomain
coinductive	photojournalist	periblast	soft_touch	tomboyism	fomitopsis	figwort


free-swimming	killifish	ambystoma	ontogeny	anuran	xenopus	artemia	fathead	hatchling	larval	daphnia	salamander	teleost	viviparous	stickleback	micropterus
risotto	hazelnut	tangy	savory	porcini	braised	gnocchi	poached	deep-fried	endive	leek	chutney	ravioli	flavorful	candied	balsamic

great-uncle	great-grandmother	great-great-grandfather	great-grandson	grandfather	great-aunt	grandson	granddaughter	father-in-law	son-in-law	eldest	half-sister	schoolmate	half-brother	matriarch	mother-in-law
hydrogel	checkerbloom	theosophist	antill	eosinophil	comfort	microkernel
biochemistry	organismal	biophysics	cell_biology	physiology	neurobiology	chemistry	molecular	genet	ecology	zoology	neuroscience	biologist	biomolecular	studying	environmental_science
headbox	anemometry	pump	hot-wire	washer	compressor	coater	igniter	absorb	turbopump	monotube	stirrer	counterflow	impeller	coil	flux
law_review	published	book_review	magazine	tod	refereed	editorial	readership	e-journal	editor	periodical	editor	editorship	publish	journal_club	newsletter
lignin	starch	chitosan	water-soluble	carboxymethyl	amylose	hemicellulose	biodegradable	chitin	acetic	pectin	soluble	thickener	polyol	cellulosic	hydrolytic

moors	abyssinia	ostrogoth	varangian	sardinian	andalusian	sulu	tripoli	ligurian	sicily	guadeloupe	sidi	mauritanian	genoese	spaniard	aden


moralism	emotionalism	conventionality	hedonism	irreligious	secular	unthinking	puritanical	perversion	unenlightened	abhorrent	moralistic	self-indulgence	materialistic	libertine	antithetical
wristband	forearm	checkbook	suspenders	basal_ganglia	light_scattering	emoticons	vengerov	savor	eosinophil	cointension
grayish-brown	brownish-grey	olive-brown	grayish-white	gray-brown	greyish-white	yellowish-white	brownish-red	greyish-blue	orange-brown	acuminate	reddish-orange	golden-yellow	obovate	red-orange	buff-colored
ladyship	dashwood	netherfield	wickham	darcy	governess	amiable	baronet	marchioness	vinci	miss	countess	pulcheria	bessy	well-bred	coquettish
downspout	dinner_dress	pull-up	tribal
phase	early	infancy	gradually	progress	maturation	adolescence	progressively	adulthood	maturity	midline	epigastrium	larva	ascent	progress	extubation
unpunished	wrong	vengeance	wrongdoer	punished	vindictiveness	retributive	heinous	revenge	punishment	punish	transgressor	punishing	mete	vengeful	self-preservation
rationed	ration	scarcity	oversupply	subsidization	unaffordable	subsidize	demand	shortage	decontrol	supply-side	curtail	subsidise	scarce	gouging	inequitably
rightmost	row	columns	multicolumn	table	leftmost	left-hand	right-hand	col	faction	bold	boldfaced	overscan	superscript	boldface	masthead

mossy	wooded	copse	redbud	manzanita	creeper	leafless	gorse	brushwood	scrubby	grassy	moorland	ravin	boggy	shrubbery	ficus

nations	united_nations	security_council	annan	secretary-general	ecosoc	kofi	peacekeeping	secretary_general	humanitarian	multilaterally	multilateral	diplomatic	ocha	multilateralism	international_organization
futurism	naisbitt	toffler	birkert	zeitgeist	reinvent	countercultural	dystopian	cyberpunk	luddite	prescient	ving	kaku	avant-garde	brockman	nanotech

empress	constantinople	diocletian	praetorian	galba	goths	justinian	proconsul	parthian	caligula	theodosius	drusus	otho	gaul	consulship	tsar
feature-length	footage	chronicling	filmmaker	filmed	newsreel	archival	aired	television	filming	videocassette	videotape	digitize	caption	film	photograph

preakness	bronc	roping	kentucky_derby	steeplechase	terrier	niclas	backstretch	foal	filly	floy	kahn	heptathlon	scattergood	bulldog	welterweight
grantor_trust	colombian	deport	doubter	dominicans	cultist	helminths	psychoanalyst	dupe	dotcom	70s	overhangs	fibroblast	medallion	underdogs

tetrapod	ichthyosaur	trilobite	devonian	triassic	plesiosaur	radiolarian	echinoderm	teleost	crinoid	teleostean	ediacaran	brachiopod	crustacea	mosasaur	nemertean
relapsing	acute	chronically	exacerbation	debilitating	subacute	comorbid	chronic_disease	undiagnosed	dysfunction	sequelae	hypertension	psoriasis	obstructive	fibromyalgia	chloracne
dinnerware	dishware	cutlery	flatware	stoneware	kitchenware	silverware	earthenware	creamware	glassware	cookware	porcelain	handcrafted	stemware	pewter	decoupage
inclement	forecast	snowfall	weather_station	unseasonably	meteorologist	cloudy	forecaster	gusty	severe_weather	overcast	snowstorm	wintertime	rainstorm	unseasonal	forecasting
differentiable	hermit	hyperbola	meromorphic	pointwise	n-dimensional	geodes	trigonometric	4-dimensional	affine	bilinear	submanifold	hermitian	ellipsoid	piecewise	semigroup

proteolytic	phosphorylated	ubiquitin	proteas	ligase	proteasome	synthase	ubiquitin	oligomerization	serine	dephosphorylation	glycosylation	hydrolase	isoform	guanosine	proteinase
emend	shutout	crankshaft	mobster	echocardiogram	dipodomys	supernova	opt	179

zenobius	hieromonk	maggiore	borgo	dormition	tornabuoni	cumaean	synaxis	annunziata	felicitas	annunciation	assisi	eremitical	magi	eumolpus	akka
shortsighted	short-sighted	ill-conceived	unmitigated	ill-considered	irresponsibility	misguided	hubris	blunder	ineptitude	defeatism	myopic	calamitous	inexcusable	wrongheaded	mendacity
microeconomics	economist	inflow	swap	misunderstand	current_account	nigericin	political_economy	conundrum	rent	complain	surplus	outflow	spin-off	fulminic	econometrics
seamount	terrane	southeastward	outcropping	escarpment	outcrop	talus	ridgeline	scarp	gulli	flank	oak	orogeny	upslope	lobate	northwestward
mercy	mefoxin	aricara	breder	megalith	tiron	copay	nut_tree
snowdrift	skid	shovel	dozer	pothole	skidding	four-wheel	blacktop	tractor-trailer	unpaved	plowing	skidder	wiper	18-wheeler	rutted	infeed
vitis	pawpaw	cucurbit	gooseberry	elderberry	larkspur	verbena	clematis	phomopsis	dandelion	guava	mallow	chicory	hosta	vinifera	highbush
belt	seatbelt	strap	strapping	lanyard	belted	fasten	noose	conveyer	waistband	crumple	clasp	lacing	stirrup	handlebar	carabiner
encamp	reconnoiter	ambuscade	bivouac	feder	encampment	reconnoitre	ambush	disembark	breastwork	intrench	reconnoitered	redoubt	garrison	bivouack	larga
loculicidal	trillium	epitaph	viburnum	skylines	grapey	eriocaulon	rapid_growth	turd	carpool	sonata	hepatitis_d	rhexia	sit-up	typedef	vanpool
postgastrectomy	preneed	buyback	autodetect	masaurhi

october	december	january	april	february	march	july	august	june	may	september	mid-october	mid-march	mid-april	28th	12th

cricketing	sourav	cricketer	batsman	rugby	footy	wicket	bowled	footballer	world_cup	wicketkeeper	ash	netball	bowler	premiership	big-league
north_america	south	north_american	carolina	north_sea	dakota	carolinian	southward	north_coast	northward	eastward	peninsula	south_american	southerly	northerly	chukchi
treasure-trove	curio	hoard	trove	lore	hoard	priceless	storeroom	immense	relic	vast	cranny	laboriously	inexhaustible	sifting	re-created

escrow	escrow	encryption	defeasance	cryptography	unescrowed	cryptographic	encrypt	garnishment	encrypt	interest-bearing	decryption	decrypt	cryptosystem	disbursement	safekeeping
devold	logistician	logistics	humvee	logistician	beren	rahmer	belvoir	deidre	airforce	hanscom	major_general


redfish	sunfish	sculpin	alosa	lepomis	croaker	bullhead	capelin	blackfish	scoter	triggerfish	walley	smallmouth	polyodon	mako	scaup
underflow	buffer_overflow	buffer	overflow	underrun	uninitialized	overflowing	underflow	flooding	leak	spillway	rsvp	malformed	32-bit	endel	fifo
revaluation	mark-to-market	valuer	stumpage	market_value	depreciation	appraisement	depreciate	intangible	writedown	cashflow	underpriced	bota	amortization	depreciating	write-off
bug	fix	workaround	chinch	bugfix	segfault	debug	glitch	bugtraq	pesky	patched	hack	gnat	debugging	ladybug	gfortran


cede	territorial	uncharted	annex	protectorate	cession	annexation	territorially	annex	sovereignty	delimitation	cede	occupied	self-government	statehood	angolan

unofficial	officially	high-ranking	debar	sanctioned	unofficially	rogatory	unclassified	procuracy	apostille	procurator	state_department	clandestinely	semi-official	unsanctioned	pretext
fanon	postcolonialism	postcolonial	sociohistorical	hybridity	transnationalism	diasporic	ideolog	narratology	anticolonial	poststructuralist	diasporan	post-structuralism	semiotics	lusophone	dialect

rhyming	squeaking	hokey	rhyme	trill	rhythmically	lullaby	high-pitched	blinky	squiggly	multi-colored	chirrup	furry	loopy	singsong	prancing
ruled	appeal	overturn	oust	contesting	court	opposition	antidemocratic	supreme	overturn	oust	overturned	side	ousting	dictatorial	nullified
vizier	duchy	grand	ducal	almoner	retinue	fief	grand_duke	marchioness	nobleman	keep	chief	meane	seigneur	lawe	perpetual

bimodal	lognormal	distributor	distributed	unevenly	locational	distribute	distribution_center	distributional	distribution_channel	redistribution	parceling	frequency_distribution	uneven	nonuniform	sociospatial
james	scowcroft	forrest	fallows	baking	woodruff	rusk	chet	loaf	perle	rubin	kristol	kissing	cake	dahlheim	byrnes

aerodynamics	thermodynamics	kinetics	kinematics	bear	elevators	fasten	fluid_mechanics	hydraulics	compressor	plumber	superconductor	shaft	plasma	alloy	bolt
bore	bear	borne	resemblance	surmounted	surmount	emblem	brunt	similitude	ineffaceable	imprinted	escutcheon	shew	withal	thereon	exactitude
sandpaper	sandblast	sand	flake	masonite	chisel	electroplating	sandblast	epoxy	enamel	electroplated	urethane	mastic	grout	vulcan	benzine

wreckage	littered	shard	charred	debris	piled	crumbling	shattered	mud-brick	cinder	entomb	makeshift	cave-in	sandbag	salvageable	decrepit
wage	crusader	fanatical	wage	fervently	zealot	fanaticism	born-again	demon	godless	self-proclaimed	infidel	proselytize	virulently	all-out	do-gooder
salpingitis	fever	pleuropneumonia	campylobacteriosis	ecthyma	cervicitis	toxemia	gonorrhoea	bacteriologically	pinscher	extraintestinal	meningoencephalitis	rhinotracheitis	protozoal	cryptococcosis	lactational
electronic_mail	direct_mail	turnout	subesophageal	debit	4	confirm	baler	teller	hash	supt
rapprochement	stalemate	redeployment	peres	intransigence	palestinian	disengage	unilateral	dovish	de-escalation	resumption	abba	decisively	reassert	juncture	reorientation
trail	notched	edged	topmost	perpendicularly	v-shaped	dashed	career	looped	sideways	leftmost	rightmost	edging	dash	circled	indented
military	commander	army	general	brigadier	major-general	court-martial	commanding	adjutant	decider	major_general	general-in-chief	deserter	disband	abdicate	seizing
maurer	abele	stegman	shubert	hummel	olbrich	elma	cranbrook	clore	mawby	sauder	eero	staats	glasswork	linnell	r.c.
promulgate	promulgated	enactment	codification	adopted	amend	effectuate	legislation	legislated	surface_mining	contravene	regulation	supersede	codify	derogate	amended
state_corporation	stockholder	limited-liability	inure	unincorporated	llc	corporate	shareowner	company	not-for-profit	proprietorship	shareholder	shareholding	corp	incorporator	owned
defensive	attacking	offense	defensively	obscene	counterattack	quarterback	offensively	insulting	counteroffensive	counter-attack	interception	objectionable	humiliate	indecent	debatable

disestablishment	abolition	taxation	petit	deduct	tax_exemption	petitioning	repeal	abolish	exempt	public_law	churchwoman	repeal	unitarian	domestic_partnership	doctorat
bran	barley	turnip	vetch	rye	gluten	triticum	whole-wheat	vicia	legum	durum	sorghum	alfalfa	malt	safflower	caraway
curlew	puffin	fulmar	frigatebird	spoonbill	godwit	guillemot	sandpiper	auk	eider	shearwater	grebe	tropicbird	petrel	gull	adelie
seaplane	airfield	twin-engine	hangar	aeroplane	monoplane	heavier-than-air	tiltrotor	aircraft	airside	sortie	heliport	airship	turboprop	airstrip	hydrofoil
accursed	torment	damnation	reprobate	unrighteous	wickedness	cursed	ungodly	wretch	pitiless	iniquity	forsaken	ignominy	hellish	wretchedness	bestial

airlift	mawby	cooperage	wharfinger	rugles	marre	dreesen	elfrida	loft	12a	leasehold	pewter	darbi	metal_fabrication	tinsmith	gunnysack
efik	kernot	conquest	antacid	hellner	bottony	piperacillin	titanosaur	cefpodoxime	benign	helzel	eskola	psychotherapeutics	paruchuri
in-box	spam	inbox	spammer	unwanted	antispam	junk_bond	deep-six	junkyard	unsolicited	zillion	whitelist	emailer	spamming	junk_food	supersized
main-sequence	light-year	stars	star_rating	galaxy	stellar	parsec	star_trek	supernova	betelgeuse	interstellar	subgiant	brown_dwarf	protostar	sea_star	galactic

sephardic	nahuatl	judeo-spanish	ashkenazic	sephardi	galician	andalusian	klezmer	zapotec	occitan	yiddish	mestizo	folksong	criollo	finno-ugric	ranchera
narragansett	bay	rhode	buzzard	casco	wallop	outfall	quint	rehoboth	penobscot	topsail	coo	drydock	pier	pamlico	estuarine

augment	augmented	augment	sustainment	reconfiguration	necessitate	replanning	enhancement	reallocation	arng	reprogramming	capability	incrementally	warfighter	readjustment	prosthesis
freighter	ferrying	aden	galleon	plying	flotilla	rowed	disembark	ocean-going	skiff	seaworthy	speedboat	felucca	barque	merchantman	shipload
department	chemistry_department	senior_management	chairholder	biology_department	chair	instructor	head_coach	courter	neuhauser	supervisor	redelegate	head_coach	provost	academic_department

bacteriologist	aortic_aneurysm
decoherence	decoupling	multipole	crosstalk	uncoupled	dipolar	quantum-mechanical	bosonic	dissipative	self-consistent	imped	hysteresis	fermionic	cooperativity	interlayer	electrostatic


pension_fund	retirement	provident	superannuation	pay-as-you-go	pension_plan	solvency	pensioner	retire	per	retirement_benefit	multiemployer	retiree	tax-deferred	privatize	annuity
kiloton	emplacement	warhead	icbm	detonation	megaton	micrometeoroid	jdam	anti-satellite	munition	forebody	interceptor	airburst	regolith	hypervelocity	overpressure
biotech	biotechnological	patenting	pharmaceutical	bioscience	nanotechnology	biotechnologist	biopharmaceutical	biomedicine	bioengineered	biotechnical	biomedical	bioprospecting	agrochemical	gurt	biocatalysis
evocation	allegory	climactic	portentous	foreshadow	portent	mythic	elegiac	allegorical	allusion	phantasmagoria	revelatory	leitmotif	poignancy	novelistic	metaphorical
ambystoma	plethodon	plethodontid	hyla	myotis	lungless	bufo	pileated	dendroica	darter	goshawk	vireo	etheostoma	mustela	amphibian	moxostoma
quaestor	consulship	galba	pompeius	domitius	gaius	otho	proconsul	agrippa	brutus	claudius	legate	flavius	praetorian	praetorship	flavian
myocarditis	septicemia	bacteremia	valvular	pericarditis	necrotizing	peritonitis	fulminant	streptococcal	suppurative	histoplasmosis	osteomyelitis	tuberculous	subclinical	extraintestinal	sepsis

